epoch,learning_rate,train_ADE,train_FDE,valid_ADE,valid_FDE,goal_BCE_loss,traj_MSE_loss
54,0.0001,39.79140151983752,0.0,43.37521100700448,48.90538858054975,0.0006729603686835617,1842.8422245025636
55,0.0001,46.908149351126205,0.0,43.005155939574635,47.11508781975562,0.0006693473813356831,2312.364419555664
56,0.0001,46.28458734133344,0.0,41.222834105885354,45.550682102868315,0.000665425107581541,2437.1511318206785
57,0.0001,33.24126122906464,0.0,42.328079897329346,46.25269953701474,0.0006584675284102559,1325.664797592163
58,0.0001,32.98461678439709,0.0,41.153586247645386,43.419672922256886,0.0006585798255400732,1375.9568603515625
59,0.0001,36.58792354307268,0.0,41.36663378269301,45.76845936818954,0.000714256291394122,1645.5023075103759
60,0.0001,35.40712796981637,0.0,39.34802421954794,46.13939239344466,0.0006777100032195448,1639.0760677337646
61,0.0001,36.18971049047837,0.0,41.48611503128612,45.18749027077211,0.0007112803927157074,1570.671166419983
62,0.0001,36.28691865411566,0.0,39.00155362295448,43.40262039429551,0.0006852584687294438,1621.51780128479
63,0.0001,35.09696665571256,0.0,38.979422162432186,44.11006280260349,0.0006547285971464589,1505.2410343170166
64,0.0001,32.00221308823129,0.0,39.658967263107996,47.517223073801865,0.0006431050220271573,1291.4258581161498
65,0.0001,27.300181614071228,0.0,40.21993378980444,52.0889747908356,0.0006411368522094563,1022.9218420028686
66,0.0001,26.702681336418426,0.0,36.513078120870325,45.83707296738931,0.0006315935286693275,962.7826559066773
67,0.0001,39.85843470352869,0.0,35.03205778401926,40.913094796171976,0.0006676293502096087,1723.791773223877
68,0.0001,26.479896665784356,0.0,34.24053291880757,45.75966065083075,0.0006365683715557679,985.636595249176
69,0.0001,28.038480613441344,0.0,36.00433317236944,45.35824864063788,0.0006358449638355524,1054.721333217621
70,0.0001,24.120839054499076,0.0,37.112633853877355,48.22929142593244,0.0006214896508026868,732.9580296516418
71,0.0001,26.285399951841622,0.0,35.06160691899991,45.26088642417838,0.0006114425661507994,917.1200282096863
72,0.0001,23.62731731287431,0.0,30.673020537840117,42.198930228522066,0.0006135841249488294,759.3296834945679
73,0.0001,29.06434536213207,0.0,31.997635018934897,38.706976037506664,0.0006129470857558772,1099.8350102424622
74,0.0001,26.200395521201216,0.0,31.748113334725755,42.85527836292162,0.0006150807050289587,890.1452228546143
75,0.0001,26.206049512962565,0.0,36.95491390053285,43.28813908296988,0.0005863749771378935,892.5686931610107
76,0.0001,23.122090415768206,0.0,40.140372713771434,45.13328409632412,0.0005802475468954071,680.2667999267578
77,0.0001,21.045913686193163,0.0,36.75200795689854,51.58584990632643,0.0005790870287455619,584.4223741531372
78,0.0001,30.450576373730886,0.0,29.84216876423687,40.316849131102956,0.0005797342775622383,1013.8192276000976
79,0.0001,19.04357657137445,0.0,27.82545483440434,39.77064705113752,0.0005559515440836549,516.3854852199554
80,0.0001,17.258570907946908,0.0,28.867383156347714,40.82721632336258,0.0005815582495415583,485.84250059127805
81,0.0001,18.693117078041798,0.0,29.91914297681336,33.3328735281568,0.0005614712281385437,516.8944399833679
82,0.0001,18.464478700091085,0.0,26.493348821587517,40.41650544612779,0.0005531873350264505,487.4479280471802
83,0.0001,16.294937740319714,0.0,28.02007510246487,41.12539937299326,0.0005592622444964945,418.32582063674926
84,0.0001,16.00008878335114,0.0,26.722922110776288,35.691061119420816,0.0005456665385281667,355.38101835250853
85,0.0001,18.322495687279716,0.0,24.35827282371871,34.18238172399889,0.0005561033292906358,483.3119678020477
86,0.0001,17.878777715204592,0.0,41.4306670853851,57.769432385033426,0.0005491495801834389,438.87916746139524
87,0.0001,15.165476425462902,0.0,24.005805046186534,34.05082813534168,0.0005586809624219313,352.2840747833252
88,0.0001,15.066233752216501,0.0,28.728581852869155,37.61489916968783,0.0005432226840639487,326.77509608268736
89,0.0001,11.264479409599925,0.0,28.773336445519682,29.455722990385983,0.0005650638267979957,198.34855556488037
90,0.0001,11.782935902039469,0.0,31.745134821725546,47.03695210404352,0.0005490622439538129,211.89251599311828
91,0.0001,11.077616217470325,0.0,24.117549025684323,34.17400096753322,0.0005477105194586329,172.70471305847167
92,0.0001,9.070242825859145,0.0,22.60912932387186,36.20820356837106,0.0005491798190632835,141.92955265045165
93,0.0001,10.98225859283236,0.0,20.148278398251314,29.693857569213307,0.0005608678824501112,187.67748851776122
94,0.0001,10.37053339605611,0.0,21.413492399618168,27.414404952197994,0.0005672578001394868,172.3637436389923
95,0.0001,7.86674393504761,0.0,23.231094561585593,42.466553346826394,0.0005334292960469611,95.56988387107849
96,0.0001,10.716176681487491,0.0,23.568102206658878,36.0666910748963,0.0005341503041563555,153.1556634902954
97,0.0001,11.425946084218227,0.0,19.94279208533261,34.711983877037646,0.0005388821533415467,180.02950191497803
98,0.0001,9.298176096006014,0.0,26.898733187159266,46.15968602731687,0.0005259780809865333,121.93731832504272
99,0.0001,10.750697886516683,0.0,28.79871831246472,41.52133945806311,0.0005354871245799586,167.46342320442199
100,0.0001,7.402734643473299,0.0,18.56454126113052,26.35120614078067,0.0005209541952353903,75.66939897537232
101,0.0001,9.370769993101735,0.0,15.46819382195079,25.903026775482598,0.0005369214079109952,130.42594532966615
102,0.0001,7.7536535713494015,0.0,23.476470671662497,37.2810344039847,0.0005349252431187778,86.55630497932434
103,0.0001,7.75027646459275,0.0,23.1161137764607,30.31387382472327,0.0005275709729176015,93.19037938117981
104,0.0001,7.116152111404493,0.0,25.02735475225186,35.42964833810789,0.000520597341528628,69.01659145355225
105,0.0001,8.9618880671088,0.0,23.22838770577667,26.534666354503106,0.0005392230552388356,108.94505605697631
106,0.0001,7.805156982294512,0.0,25.097099282325953,31.67832102141249,0.000527912488905713,74.51440176963806
107,0.0001,6.033805881727013,0.0,19.39746976336208,42.69061353228508,0.0005182954526389949,44.84477314949036
108,0.0001,7.652088338855035,0.0,34.11862726823999,37.17661757206698,0.0005131340192747302,67.36031360626221
109,0.0001,7.639941161540898,0.0,22.317727414839858,29.264062975524762,0.0005084519376396202,65.81634817123413
110,0.0001,5.8117280270455325,0.0,24.12459377848774,30.253578277902864,0.0005113421866553836,39.616693115234376
111,0.0001,6.491267381351235,0.0,22.750321731654875,36.245117366313934,0.0005190229989239014,53.8692024230957
112,0.0001,5.46134089724637,0.0,17.087619772744834,30.983804593392467,0.0005115678155561909,33.11350131034851
113,0.0001,5.908682210049334,0.0,27.04803219191525,30.605349300104542,0.0005100026246509515,38.882353734970096
114,0.0001,5.3175161366353985,0.0,21.428295822318542,30.347098263031846,0.0005168131581740453,31.78148036003113
115,0.0001,4.898831125191058,0.0,17.697231762999788,26.770617607536664,0.0005133565267897211,27.5251247882843
116,0.0001,4.972290306215566,0.0,24.32149485054366,28.07233362788454,0.0005088309277198278,26.174591994285585
117,0.0001,4.690651620638099,0.0,15.727018914091477,30.194337965151586,0.0005093680651043542,21.164117670059206
118,0.0001,4.881868016836309,0.0,31.85051348012522,38.29071398393823,0.0005060611118096858,22.192999505996703
119,0.0001,5.011308807115213,0.0,34.27952332452897,34.41534267434287,0.000505066780897323,27.505854034423827
120,0.0001,4.783628832633799,0.0,26.88445019065787,27.044679974197248,0.0005061593983555213,21.572529983520507
121,0.0001,4.758818307994631,0.0,29.51883950364699,34.84087853694181,0.0005059997216449119,20.56304326057434
122,0.0001,4.442816402314152,0.0,16.716828215012857,32.75161005597596,0.0005181745131267234,19.605153679847717
123,0.0001,4.009268715637903,0.0,20.145329615391724,32.22068616665831,0.0005055789210018702,15.19917826652527
124,0.0001,3.9228250304728456,0.0,32.48561940499402,43.56961657585354,0.0005023845180403442,14.983127117156982
125,0.0001,4.552905633317531,0.0,17.938301467020576,29.15765214075736,0.0004978330151061527,21.154175758361816
126,0.0001,4.370560957476837,0.0,18.724006644082724,28.69101509260475,0.0005013078145566397,16.408879709243774
127,0.0001,4.489559894275976,0.0,19.600830152494098,35.54192004072557,0.0004999775948817842,20.22429828643799
128,0.0001,4.014635978381874,0.0,32.38908331547309,48.58581019541539,0.0005025499442126602,15.332471704483032
129,0.0001,4.036518809073135,0.0,18.381367195636855,35.36227264316804,0.0005073267369880341,14.036450076103211
130,0.0001,4.285728865803647,0.0,26.88608806942581,33.45253859583391,0.0004930491966661065,17.639513874053954
131,0.0001,4.27993169475456,0.0,17.33737553150282,34.269517926994816,0.000493826819001697,16.066240096092223
132,0.0001,4.658679821592201,0.0,18.346236421427594,32.12104809393576,0.0005015868518967181,19.20289738178253
133,0.0001,4.494121730910062,0.0,24.31872804449239,39.35717422371611,0.000498387093830388,18.050049114227296
134,0.0001,3.7429193902869953,0.0,18.7449038356816,38.13437777812328,0.0005045322730438783,13.480666875839233
135,0.0001,3.9238416278789408,0.0,20.116612136910813,32.58602239779376,0.0004986297557479702,13.650274658203125
136,0.0001,3.634983362126428,0.0,21.243328269468535,32.33697826709222,0.0004950868227751925,11.858106327056884
137,0.0001,3.94588413300654,0.0,30.31793647293651,37.60133886774746,0.0004890911106485874,14.360327506065369
138,0.0001,3.9349040674464324,0.0,25.05102102253415,45.21799225544711,0.00048429656453663483,13.25782060623169
139,0.0001,3.907889679511129,0.0,19.904340682773416,32.26627368008325,0.0004991652458556928,13.828123116493225
140,0.0001,4.109661968212563,0.0,27.986493574369938,39.67176825409636,0.0004860845598159358,15.152761316299438
141,0.0001,3.734661334888943,0.0,32.7902383694955,33.2925811076383,0.00048357732157455757,12.401654052734376
142,0.0001,3.93297989593655,0.0,23.497986674308777,37.17953260748758,0.0004845796851441264,13.674369716644287
143,0.0001,4.099710889281978,0.0,33.32739679966498,42.430705722318876,0.00048503428261028605,14.564567494392396
144,0.0001,4.251795155605975,0.0,20.554058508041802,35.17947404209627,0.0004813435036339797,15.737266302108765
145,0.0001,3.7492258179847893,0.0,28.588233002828897,40.644299615960605,0.00047549960436299443,12.681121683120727
146,0.0001,3.801077831063286,0.0,33.57045972894091,43.09258814907949,0.0004766370155266486,12.937851715087891
147,0.0001,3.882671151176726,0.0,20.876186241797352,38.22073815284519,0.00047259354178095234,13.058910417556763
148,0.0001,3.6938066303924164,0.0,24.614297284992464,38.87525483008918,0.00047353754634968934,11.77730770111084
149,0.0001,3.3056794851532976,0.0,24.66835550430718,39.242487080600284,0.00047211324417730796,9.812151741981506
150,0.0001,3.671868581725254,0.0,25.863300830946056,40.40243735116556,0.00047458817716687917,12.035654640197754
151,0.0001,3.3918707157190924,0.0,21.5179446837224,39.18290567398071,0.0004694584364187904,10.248344039916992
152,5e-05,3.4685806521375326,0.0,24.245684925569307,35.87026715716091,0.00047677170659881084,10.515073370933532
153,5e-05,3.510425863514506,0.0,24.863150686299036,44.69542127027424,0.00046664604160469026,11.084350347518921
154,5e-05,3.742188372130503,0.0,19.3685613684698,35.9357027482549,0.00046390595671255144,12.018279147148132
155,5e-05,3.507229290101738,0.0,20.54540747896247,41.69704035443997,0.00046182711812434716,10.952854943275451
156,5e-05,3.520203492152186,0.0,25.947044932514157,38.62894284943922,0.00045897125091869383,11.0606219291687
157,5e-05,3.241175530399484,0.0,28.05927168119938,41.60077572087629,0.00046231045707827433,9.615493035316467
158,5e-05,3.350279342079784,0.0,17.955618171516907,34.38603190982014,0.0004618947117705829,10.550917387008667
159,5e-05,3.3518460080367345,0.0,24.66895166230858,38.254791782536635,0.00046449291112367065,10.256200218200684
160,5e-05,3.231133029981234,0.0,24.476270995008836,45.401843665936674,0.000457493525755126,9.608539843559265
161,5e-05,3.4229305256461475,0.0,27.852372593835952,39.37498295635258,0.0004619826839189045,10.274735236167908
162,5e-05,3.2168482860447143,0.0,30.829784060836932,49.70910540851978,0.00045846303983125835,9.558667373657226
163,5e-05,3.252297255231814,0.0,20.87555264442339,42.97171526436412,0.0004656396326026879,9.708098530769348
164,5e-05,3.2101479446460837,0.0,29.2659404234055,39.06019196160343,0.0004562624249956571,9.312203431129456
165,5e-05,3.381338150376994,0.0,19.83073313520589,33.268459609889106,0.00045799772924510763,10.099202871322632
166,5e-05,3.2320156672101845,0.0,18.77926210963398,35.62598796503259,0.0004603533801855519,9.485642623901366
167,5e-05,3.2262766539856353,0.0,21.097410215150326,34.068350616398206,0.00045463261049008,9.50632803440094
168,5e-05,3.1658626290020027,0.0,28.53044405770958,39.90969916658664,0.00046118978498270734,8.936408877372742
169,5e-05,3.3578676049406444,0.0,23.744796328588365,36.543829488098076,0.0004586882540024817,10.176273584365845
170,5e-05,3.3551018152640775,0.0,25.098552660110894,43.55389488290209,0.00045734530867775903,9.879887890815734
171,5e-05,3.3483896135118965,0.0,20.18205669823043,29.4278502179942,0.0004704817416495644,9.798889851570129
172,5e-05,3.150123445141199,0.0,20.430999786481944,34.97634966876529,0.00046027823264012114,9.048520302772522
173,5e-05,3.142083979779035,0.0,25.231055933401127,41.965809821535686,0.00045511100179282946,8.970735907554626
174,5e-05,3.103238235855724,0.0,20.133040563775857,34.9626513221942,0.00045716957247350366,8.722286939620972
175,5e-05,3.2408741514535215,0.0,23.56804473247003,33.32548691373353,0.00045214341225801035,9.236464738845825
176,5e-05,3.7237432070974417,0.0,18.944796391583363,27.551963097458586,0.0004526105200056918,12.378022909164429
177,5e-05,3.2842209094510406,0.0,20.909774530918227,31.513194137756976,0.00046127170062391085,9.493643045425415
178,5e-05,3.312684005168828,0.0,24.47372996041534,24.232576241187,0.0004545025643892586,9.886419415473938
179,5e-05,3.2250999305457944,0.0,18.091430696872397,32.4803738227678,0.0004540813679341227,9.359378814697266
180,5e-05,3.2724701845684736,0.0,18.310933495880267,32.73518039436515,0.0004586923038004898,9.64299385547638
181,5e-05,3.2766850118916664,0.0,19.811629204575073,37.28807320507295,0.0004488534206757322,9.762241673469543
182,5e-05,3.114680393510999,0.0,20.664350907736964,32.26581257636394,0.0004547989679849707,8.72322359085083
183,5e-05,3.0913069184129323,0.0,16.203821921567304,28.86608954252453,0.0004506732933805324,8.864482021331787
184,5e-05,3.299912152538859,0.0,17.531218178775333,35.00128880115824,0.0004482631600694731,9.290215682983398
185,5e-05,3.203038878083617,0.0,25.561121304100805,39.081272750819494,0.0004520720467553474,8.970691585540772
186,5e-05,3.123586019203795,0.0,19.57080715293184,30.768330324680434,0.0004512522660661489,8.90242440700531
187,5e-05,2.9406502914739354,0.0,19.75264291807052,32.1167926077449,0.000451067129324656,7.955205988883972
188,5e-05,3.2365790042504425,0.0,21.247007536231926,39.966409856026324,0.00045233153650769964,9.493696260452271
189,5e-05,3.2039378990179554,0.0,23.586536899619148,35.570875494851975,0.0004497768895816989,9.092458009719849
190,5e-05,3.2762793787915854,0.0,26.638473690102952,38.17462720564746,0.00045537585683632644,9.484630131721497
191,5e-05,3.1701342527563487,0.0,28.61750611252741,36.856290991153195,0.0004505485441768542,8.973808813095093
192,5e-05,3.1740185764014526,0.0,23.817739521691557,36.84542075865859,0.00044640567939495667,8.802615976333618
193,5e-05,3.174950268835509,0.0,15.988392849580958,29.139693056771513,0.00045050733897369357,8.92725749015808
194,5e-05,3.126494263204767,0.0,19.599138862496122,32.62565340033365,0.00045012414921075106,8.612038564682006
195,5e-05,3.2808599448747664,0.0,26.142376324452393,46.455369293142894,0.0004436680785147473,9.676314401626588
196,5e-05,3.086843857159444,0.0,25.799623493754535,39.522824851744765,0.00044993823394179344,8.626285743713378
197,5e-05,3.1355392078623323,0.0,25.279377613592587,39.306883715708324,0.00045070534106343984,8.754607439041138
198,5e-05,3.1354885512920467,0.0,16.63097222354434,27.466270871118667,0.0004524483098066412,8.878093385696411
199,5e-05,3.4477924617183326,0.0,30.071278563333212,35.78194251191725,0.0004492418695008382,10.203989672660828
200,5e-05,3.2200603186113437,0.0,18.54970368332819,29.18443210190589,0.00044658730912487953,9.394876146316529
201,5e-05,3.0262463613131145,0.0,18.31108194316199,32.6062810213194,0.0004477344496990554,8.218002676963806
202,5e-05,3.1337806809608635,0.0,21.030394571089964,36.278836162265286,0.0004475001449463889,9.041130685806275
203,2.5e-05,3.06097207473233,0.0,23.42511495537714,41.14071112160289,0.00044993597402935847,8.461359810829162
204,2.5e-05,2.998208695203551,0.0,21.663971721579177,34.53859568954608,0.00045132550731068476,8.262688374519348
205,2.5e-05,2.948596070954388,0.0,21.565070983466754,35.63429105391196,0.00044409576512407514,7.808914518356323
206,2.5e-05,2.9264587398849016,0.0,21.671879431523315,33.948429857918974,0.0004432304442161694,7.974113631248474
207,2.5e-05,3.0802804604415397,0.0,20.957043559179393,33.04547025085589,0.0004437291936483234,8.482784247398376
208,2.5e-05,2.969690761271051,0.0,20.80788459690339,37.20049645266402,0.00044467739498941226,8.111131143569946
209,2.5e-05,3.011162401993034,0.0,17.63632452597312,31.03768815031839,0.00044434505252866074,8.366680216789245
210,2.5e-05,2.8877175654184546,0.0,21.08059528552064,38.63055338990797,0.0004422442128998227,7.642359685897827
211,2.5e-05,2.9317337445405096,0.0,21.822668685825594,34.34058425513976,0.0004418236305355094,7.75313367843628
212,2.5e-05,3.052679203232259,0.0,17.313908410728523,33.667652591652825,0.0004442329169251025,8.454242825508118
213,2.5e-05,2.973914886918829,0.0,20.008199354924194,35.85988912560524,0.000442489015404135,7.940703964233398
214,2.5e-05,3.0184708705554177,0.0,14.998788192731524,26.987581621616258,0.00044223785516805947,8.40686252117157
215,2.5e-05,3.0929156254479473,0.0,21.25880299358193,35.13551563735402,0.00043981065828120337,8.52169373035431
216,2.5e-05,3.050000526617715,0.0,16.907241832225694,31.959751645359425,0.0004420683690113947,8.5253746509552
217,2.5e-05,2.99439752587278,0.0,14.749484052351855,27.63810868875696,0.0004450185253517702,8.2909166097641
218,2.5e-05,2.9186784436726025,0.0,20.805543044291504,31.827328540863245,0.0004396374759380706,7.608218169212341
219,2.5e-05,2.8522975495273206,0.0,19.67449242587483,36.11712444375414,0.0004427606501849368,7.375034785270691
220,2.5e-05,3.0962803971495614,0.0,21.52263814593674,40.04835131080873,0.00044296801352174955,8.794532513618469
221,2.5e-05,2.9222713617626153,0.0,20.558455349108495,37.296315221611515,0.00044071692536817864,7.825452303886413
222,2.5e-05,2.92780307449813,0.0,19.1735485912463,32.46001622983075,0.0004429967768373899,7.741915965080262
223,2.5e-05,2.8699066169098844,0.0,17.580529952267987,30.465309429606165,0.0004434347210917622,7.424103713035583
224,2.5e-05,3.0505730581594213,0.0,17.905012399778453,38.67183149735862,0.00043972759740427134,8.674001169204711
225,2.5e-05,2.9964745902859815,0.0,18.640546601846676,29.72508169532916,0.00044261367002036424,8.114030790328979
226,2.5e-05,2.9713596400686506,0.0,16.285655592559674,30.525594954096942,0.0004400051286211237,8.111461901664734
227,2.5e-05,2.9494197591896554,0.0,15.184758317579917,25.91331191019181,0.0004405293337185867,7.78023669719696
228,2.5e-05,3.0342915710486498,0.0,16.920273973307477,29.114874594802156,0.00044102409738115965,8.498906683921813
229,2.5e-05,2.9585568473859407,0.0,19.421959826705653,32.795193282836074,0.00043926639045821503,8.087768149375915
230,2.5e-05,3.0170842892572236,0.0,15.15483506010213,28.42873383771389,0.0004418061129399575,8.340194463729858
231,2.5e-05,2.870811836338975,0.0,19.51044667313952,34.14434375456714,0.0004429340100614354,7.567485523223877
232,2.5e-05,2.909760699986635,0.0,14.875347598977045,28.340629101893224,0.00044232116197235883,7.669331502914429
233,2.5e-05,2.982537899032866,0.0,18.130033429609526,33.8792333581032,0.00043994780571665615,8.14400486946106
234,2.5e-05,3.0338551303074492,0.0,17.78770794343511,30.95642018646275,0.00043623312521958726,8.366818594932557
235,2.5e-05,2.9157726329778617,0.0,16.109569252084153,26.185884348843075,0.0004420535289682448,7.644717907905578
236,2.5e-05,2.931747285861534,0.0,23.329010272244794,36.63592575449462,0.00043836465920321643,7.852294182777404
237,2.5e-05,2.9874126425783487,0.0,19.851843195224028,34.03115998714342,0.0004450917534995824,7.949406576156616
238,2.5e-05,2.9818712340892333,0.0,18.517335832665818,33.320807218551636,0.0004402053789817728,8.193363082408904
239,2.5e-05,2.968690918594696,0.0,16.68752491583518,26.62802373488015,0.00043738832900999116,8.087452054023743
240,2.5e-05,2.986627103063105,0.0,19.94582224329677,35.77429802852486,0.00044135116186225785,8.185317611694336
241,2.5e-05,2.9371733315992823,0.0,18.259016236034007,32.08519544295215,0.00044072956225136293,7.830195426940918
242,2.5e-05,2.8843102738600988,0.0,24.502734123019998,35.35655508785073,0.00044143731793155894,7.383785009384155
243,2.5e-05,2.989229238771072,0.0,18.170998218956342,32.435121153472764,0.0004401458179927431,8.098567736148834
244,2.5e-05,2.9399978537901217,0.0,17.901662557496937,26.30180749707266,0.0004411144836922176,7.931254577636719
245,2.5e-05,2.9787459672468106,0.0,19.833933294366258,32.37316223896971,0.000439427413220983,8.218162250518798
246,2.5e-05,2.9406794127113267,0.0,15.609132193644113,27.765813720335654,0.00043789685441879554,7.995072269439698
247,2.5e-05,2.8915171388306136,0.0,17.308078639004208,31.123686635166134,0.00043774850491899996,7.675000655651092
248,2.5e-05,2.805796978333874,0.0,14.21935008643964,26.62136605682723,0.00043634823232423513,7.281457424163818
249,2.5e-05,2.807322246632281,0.0,24.304148897118523,38.9228699797884,0.000438929871597793,7.147923684120178
250,2.5e-05,2.8931251113888496,0.0,19.97500513671735,27.766463055523165,0.00043891570676350965,7.6521055698394775
251,2.5e-05,2.96639775686233,0.0,19.686171411374293,37.776235484201976,0.0004408559179864824,8.048162484169007
252,2.5e-05,2.8828923154731525,0.0,15.559299989577827,27.234945837510836,0.0004443042344064452,7.418626523017883
253,2.5e-05,2.960219244226959,0.0,18.493265871607928,28.7030036460369,0.00044060324871679767,8.022904419898987
254,2.5e-05,2.9861144021590293,0.0,11.484120198346059,21.90164888670685,0.00043797326943604273,8.198197531700135
255,2.5e-05,3.0440689616560546,0.0,20.94741760700121,26.67601282334109,0.0004416259689605795,8.329079055786133
256,2.5e-05,3.0714703549779587,0.0,17.576687112860725,27.81186668369748,0.0004377624121843837,8.537766981124879
257,2.5e-05,2.9494781894093616,0.0,22.954197828922798,37.43531251992654,0.00043554478033911435,7.923564195632935
258,2.5e-05,2.8821113039693924,0.0,15.7904842162351,25.646846485794136,0.00043819691927637905,7.564896619319915
259,2.5e-05,2.9313608870055856,0.0,19.046834884433572,29.9762191116263,0.00043885428895009684,7.768648910522461
